bid,wid
13272498,18476346
25870753,42955194
23281856,42819776
13063711,18229219
15701217,18450578
20703543,24757008
28190254,48213470
11890811,16849813
28365033,48437174
377418,367256
27071490,47113792
18630670,2220355
25199272,42038179
13545856,17893276
23705477,40074697
10879144,14331040
25717804,40431461
15815347,21541843
20821202,40167076
25784438,45519636
12877727,17533854
10252302,15152485
25398677,45993877
12741747,17880676
18761615,26659099
11281708,13680606
15811496,21536760
7012145,2516574
18693918,26542469
13573318,18538737
25387351,45137948
2590991,2523645
17934372,25142231
7031099,7279117
10845925,1465332
10423770,14321334
22774737,26542229
7039681,2888997
23164911,42710950
24464118,44056863
16386798,18938981
25622135,45434298
9509289,14395007
8733507,13606557
17778531,18171290
23377679,43312432
15814872,21585027
8192278,13039075
26792284,46812680
20821043,21598636
1686166,13454168
18052996,21406965
13624683,19228700
7745031,10567916
13526181,15926531
2919938,2947171
5571541,5742735
27774705,47750790
25430584,45105520
15802917,17245402
11559200,16499524
17336666,24069632
25361433,45104640
7414207,1299178
6283048,6467039
18295821,25778595
25215947,27026852
12054659,17021755
21936645,40412738
12246300,16890030
17162829,22006731
25443305,42819638
8389671,13247769
24819538,44520482
11523279,14950407
8659923,6967072
25893582,43223043
24453082,44044797
13236224,18433732
3268926,3132696
13414643,18713718
9277022,613469
6418123,6607212
16130504,21955374
7884339,1205304
17287028,24036009
16071764,21865596
17280472,21971325
23228088,3054326
12302998,17280158
13330444,18538084
15814204,21540580
12377535,6659752
26895163,46947340
4071018,4118164
2338065,257399
22571617,42038081
6735215,6931506
8030497,6803732
9503336,14331040
16242288,22255319
18498569,25328659
17405170,24243170
11417766,15091241
27208509,46947334
18404275,26038136
25489095,45242990
25817796,45674629
25241473,44960902
2027685,2032258
25733714,44848451
25747156,43981459
20827356,40212490
13393441,17947342
17724750,24792600
18816603,26757264
7437128,6471370
18248435,16202400
23941308,26616838
24331373,43910432
23215447,42715767
18599745,26365939
13536750,18476346
10684183,13155899
15981533,21416825
13642157,19095338
13497818,19926990
27247515,47296561
28799813,47389013
23129410,42677282
23014646,40437276
10859738,15287191
27221658,43082790
10649581,15558548
26892072,46944907
23719226,43328811
9670094,14557905
23644800,42999465
11414586,16542344
23112886,42662812
10638804,3441236
12781288,7338387
4954833,5020624
25111031,44804753
12393699,17374825
18594634,32695230
10818372,8027234
22875128,42439393
22774736,25481154
7005305,6873353
13117308,18291985
23197346,45955392
22609257,42099137
13613100,17377387
27415403,47464413
16284343,21739837
7926242,11239961
22609522,42099492
16130178,21579567
10193699,6574198
13330837,18538499
7932168,11259971
23566909,43165888
25614279,45425446
20890023,26726563
12878300,18031309
23398600,42955194
91714,577888
13531451,13332877
23899174,43446313
18635000,16536239
21936672,30157568
374855,3272005
23846037,43456315
25817386,43190270
13241659,18441773
11007668,15926614
21942918,40712976
18935386,26943040
25814344,42099141
21531447,27334789
26370317,42179966
1963638,1966734
4929705,4995331
13542869,19107160
22886868,42456608
26370328,45189623
18870417,24956525
20454672,32042085
27221667,47256125
6304333,5164827
15720016,17796898
6992933,2866304
18429038,26070449
26030713,26493387
26030703,45931891
18775336,26680469
23846013,42990051
8101438,7048306
18619149,26401463
2990651,3021112
13593568,19181718
6652906,6976108
23734628,43346673
25862002,42145710
23739508,43190257
11337189,16265802
25614492,27126244
25329850,45065096
18774020,26407781
23647129,43254799
25813971,45670675
11512907,15677976
24611872,44222989
13260060,18461563
16158496,21998912
16130109,25454256
6202318,6382800
16130246,25011590
509015,14716374
25241875,43385543
23492673,43082853
17446675,21880254
12050989,15721501
9325465,10890594
22149936,25335702
18679325,23644105
27069131,42206903
8664315,8246153
17162372,18349971
13573503,2236198
26156203,44491089
13101915,15413183
11532140,15326345
25817007,43193467
3675828,14597425
17263038,21521255
17450591,10558806
25645958,43324379
25387554,44740135
10238674,3723657
27465987,44751809
14461754,20104200
23281918,42819819
15801034,21524387
8273044,13121288
23846387,43456628
11416086,16258764
25817773,45674614
26122226,41246718
18142364,25489035
10428102,14323907
22716174,14548839
7914058,11199829
11672303,15173853
25110912,15553789
27834600,42905101
25733966,45641753
2974804,3005168
17262366,23859166
9640019,12401364
28503565,42459928
2945983,2975429
17839730,24948167
21851339,41122432
13389245,16845778
8857310,13594625
24727081,44353564
21412272,18459614
11218056,16143677
17899971,21868098
26043434,42813606
22551730,42009388
13491587,596352
6985665,6225943
15788746,20434567
23503361,43085307
9875493,14767229
8817101,13691424
6641801,3315115
22747204,40816611
6358165,816515
10265074,311373
27406744,44297080
13584236,19171215
25111249,42705028
12776050,18461981
21481542,40807820
26074586,31175868
20821263,26341081
11054143,12900086
11890813,16243683
18079544,25386835
25607370,45417110
18660713,24678721
18228721,23910557
25784126,24732243
27070127,46190740
11804738,15657664
22571509,42038006
22693235,45558808
24683492,41894492
18378906,21536022
23168288,42713539
22889768,42459924
23317538,42872911
20927079,40296144
16122034,21943079
7109406,7133882
25310472,45041207
23719344,43328884
18465657,26123646
13532057,18330318
26114666,45495873
24820245,2416287
27190613,41682914
24515538,44279371
25868457,41683308
20926342,27239641
17331283,15778974
26236863,46349108
22143555,18159837
25814185,45670895
2845024,6163095
1840511,2034926
3236662,3271184
3492020,3533617
16278318,22378124
9803748,14693980
26795568,44460259
28862524,49093106
7113137,6594813
25387596,44740134
25663961,45486853
2868766,2293955
20736492,26680296
20664804,24256902
18776745,19174085
24612623,44223674
23210097,42206903
20974961,25696996
11230081,16156051
20958256,40332973
16130307,20391423
18184059,23846522
25816867,47480458
2181495,2187176
18775652,26680938
27065236,47105650
16489731,19154334
11299180,17029041
17571003,25003909
22571612,41907960
9683257,14645023
18222724,25723388
23754479,43369154
13501551,14889975
9648101,14535597
28503824,27669153
25817289,45674247
5742276,3029771
28162057,46755799
9909915,15075653
3609537,6211787
25134015,44828548
16131434,21956738
10314376,14511050
12652773,16968589
7701833,84439
20604350,37100610
5802140,5974118
6987341,1789440
11732634,14470450
24504692,41969586
7023718,3094402
10673579,2936175
7957814,11703474
17333278,24064581
11567696,3043272
18342283,25897610
25300823,43272180
17125100,919384
9925138,15254849
3216451,3887843
10762469,15455523
28967446,49196425
20706316,40026661
26245009,42439363
23347686,42905982
17393646,24202912
2539672,2547201
18297295,25781259
3733297,3777098
8534740,1041952
29618466,46165271
25989554,43919924
27208825,42856015
7480621,3219177
26030671,45956847
17670782,24668835
20983362,40360384
12823007,15744431
7167595,1486401
17934442,25142304
17382724,24177390
22571740,42038179
21851337,41122430
26114418,44080408
16087842,21890498
6668467,6863383
28257708,48297249
20575440,40015927
9806375,14535597
23197334,42742287
26236979,26493730
30205548,47206763
26067187,46002938
27244240,25535623
21856367,41129225
11084145,16005831
18428148,17359681
13044811,18209109
9684523,14572532
23261500,42827919
15791542,21512735
20736588,40066724
12545818,6596168
12084555,16470051
15765663,19033873
26025580,45948939
8466837,430173
18774919,26679990
6981298,6257526
16386364,18338874
28503688,42866547
12844327,12883496
13330422,18538061
21721951,22035412
25776865,42819820
12034588,15926614
8438056,546962
21800344,28027377
24611672,44222820
28581104,45436603
10803121,15035863
16139462,23590922
17857800,24752715
25744892,40732855
22431058,41852445
7122034,7383328
13526169,18270137
23638951,43243534
12889385,16464994
18202459,1127060
10437918,13454225
20647721,25387072
23395733,26428246
20783715,25818274
30229251,26869080
15798376,18412501
26094065,43314655
25110515,17831620
7884578,7305274
11167412,15110962
13438524,18945788
25100250,44791200
17368273,24152418
19162740,42564047
27274447,47328276
12166282,15400368
4699936,5716440
17707772,24757302
10532477,15438779
10850854,873417
7830126,10890594
24388336,44848450
1689469,1686300
12436975,16541961
11536762,15558522
22693178,26625560
12859013,16322595
23612539,51052316
17987085,25223025
17262159,23756807
15819390,18945788
15819691,21497649
27168916,47206126
27220853,40462273
26030711,45959896
23492390,42413359
27833729,47547880
1248179,2934427
17288658,23909838
20764788,18962767
12888599,17212649
26236739,46349108
9922380,13165093
13331181,18538883
5215879,5283119
22544758,42495899
20525583,37100610
23604957,40437276
17992692,25229607
11058389,14345371
16300469,21421049
16099189,21908541
20426917,30157568
17182242,21873437
26048701,45062269
20821302,25327308
13281368,14373498
7776678,10686023
7933290,11283561
16248139,21856153
13532238,15237902
9768874,40514
7091488,6902804
12186368,17158410
21855259,41127893
22940283,19181100
21535784,40864743
13547230,21525650
25775928,45617743
13536883,19098606
17212231,23841765
18667799,27509556
25957712,43699375
25721389,41947924
26030738,25074716
23367389,40106030
23153154,42700811
24723229,44215740
24464168,44056908
23718660,42670459
26242354,46235584
7750965,6842538
29882338,47112406
15507958,17763198
9873804,5770385
25817804,45674635
27789455,40166601
8049414,10860635
17334220,25682240
10421234,14262373
4285768,6479313
25814184,44858469
2149535,2956823
7123959,7183757
26337370,45004691
24819813,44460596
26837011,45216404
25434361,45195856
12039498,10212983
17383059,24177390
25246654,1826596
16158589,21999005
25489413,26881966
21853628,41125525
9866451,14757958
28495892,48646812
25893414,45584499
24724590,44311851
13093001,18154368
12696131,16987689
20974989,24962594
26792285,46240958
10606009,14636209
15819197,19227707
8146065,7324242
12168319,15319890
25222064,44937426
2396743,2479479
26030712,17484170
15796184,17796908
16045078,21823294
9789,613469
18007535,25273993
11659308,15494456
17671920,24670907
26631602,46027135
23149161,42694591
16250170,23351456
23883752,43492207
11305364,16233170
18170133,25538798
10808010,15721501
23492589,41884478
8697319,6801520
18870493,23967072
22540123,41991443
18886923,18630830
26114571,46061394
18081809,25391048
27064378,47104918
21412175,40713188
27245800,47294325
16034964,21807237
25111047,24508931
22693817,42206603
11546985,14570778
16158574,21998946
27161190,43216974
25903339,42470235
23995210,36430665
16071722,21973740
6984678,1466917
30083170,48362053
7083018,10718848
11612638,15926531
23278537,42866547
26385325,42099437
13538714,15494456
24869645,28068906
18583127,19103182
25861144,45638558
23591068,26542404
22546489,41326408
25067011,44751809
25862127,45732759
17934416,25142278
16085474,21973739
22308739,41700105
25943815,42097267
13544974,18461659
20306788,27431328
18144074,27890547
10138882,15036959
25814544,45671240
18114061,25441291
5355136,5422627
25209364,42799866
18668425,26494132
11319137,11240905
11736995,10706553
6417015,5617267
12837725,13306276
21556091,3588115
25722020,45557208
7878722,11073168
6948436,4126074
9656688,14544264
26155794,46113232
17737025,24906873
18870385,24944980
17899236,25058404
25735012,43699375
12254077,17228700
9408479,14292502
11467322,2588213
27247476,47296531
15819219,18301054
13151428,19147683
7774883,10679529
23092905,42642986
13530929,17880676
2833172,2859278
12953608,17113518
8575701,13444597
25893956,45277540
23848518,43458419
12227046,17200582
25862037,45545127
24868791,44222857
21816901,38053447
17557577,24162053
15802930,23960171
25111341,44805040
26586357,45671103
17693783,3089312
21805579,26116275
11007587,15926531
23215469,42694591
17724777,24792647
25067039,44751853
17978310,25092132
23361196,41987081
6353001,6357284
3456874,3498133
3013700,3044241
13083008,18252653
7005580,4400647
17830123,24944980
13575557,18292940
21549330,25386811
24875378,44523691
6279874,6962975
17675653,24969062
13513092,19068324
25852626,45720714
23361086,42402997
6892870,12883496
12852666,17382941
24805748,2170063
23602474,43212647
24464130,44056872
6681454,14597518
6327816,6513418
19163519,17766175
17162156,14345371
22875469,42439921
6855294,7068970
11737274,18115678
17702284,19236677
22459697,41894492
17286783,23906846
6013077,6188320
6791610,6995719
27825357,45557208
24388442,43972374
24819476,44460264
27190384,47201204
26154394,2267189
20794246,25694131
20263040,27228790
24388490,43129034
22522168,41969586
2920001,2947234
11922297,16882433
10750189,15661385
6981063,2501119
16156295,21995750
23612521,43193550
25937886,44760134
11890812,16849814
11869272,16826575
9296438,14179025
18698828,26496095
13593555,19154449
28696777,45985705
17893439,24345108
20452210,31832015
2068676,2073911
17727276,24806264
6294553,6478941
18707420,26600745
18570357,26301325
11215993,16141540
22529144,41976718
11510232,14535402
24903919,44319513
13338545,18547839
3263889,3327533
18052916,25941972
16299341,22427858
26247026,43458052
18007564,21825181
17244760,21451913
6992276,421493
19161872,51281177
11690139,26221216
359855,349972
25937912,45835027
10424719,12401364
23602562,43166999
10000270,14895262
1608601,4345835
27065482,44222703
2052978,2058039
7076706,7330987
3367956,3407295
15756702,596352
18015965,22084678
25814394,45671087
7248599,2780539
28129208,44222905
18404173,26038032
12727472,17864201
22872583,26542468
13425651,17868608
18635622,24992268
13237694,18435710
18692431,26540216
18296133,24248331
25430600,27565414
23264463,25660399
15789059,21366940
26827675,46857936
23278274,42375719
25742245,6812394
2013929,2018163
26522744,42099149
25813972,44636397
1629007,1623108
26587068,43111795
13230263,18422769
24611929,44223039
25472771,44848450
27173600,43168212
11577032,15243554
25817353,45625950
24476986,44070863
18526496,25431627
12634780,17740167
7116594,3801
13648704,17985700
10338691,15241366
22749552,2218243
24338293,43272180
24817626,44458285
28427222,45247755
18114198,25441428
13622767,7288100
4609710,4659599
23213828,43193467
59980,2501570
17736862,23859166
9751378,14640621
26891431,46474716
20821290,40167150
17138105,18120912
11510722,6965593
25524583,26724902
25026542,44693518
27272435,47325956
23208397,42751755
13508220,19060165
7074734,7328668
18490969,25423291
27221182,42940029
11660590,16605490
17290220,23912365
25489156,44940567
24683129,26984941
18630666,26341000
29638225,41497420
15801738,13001065
17607848,24566340
12099899,17068677
18015321,4083740
21558901,26680281
2825872,3627191
11745691,15729967
7114761,10424899
25893700,45775601
26030214,45956080
13582777,16147884
16305170,17311607
23834667,43272201
3431012,3471979
23834662,43123099
17262203,17613051
18096657,21999005
26084577,42099137
2892420,2953370
10944809,14640621
24869543,215623
26570709,42955507
20819685,26959610
18119836,21533290
18691005,26537326
18464803,25142244
21708963,22227144
24939795,44597302
25131600,44828548
9941438,13451574
17184003,21908552
27158762,46812680
12293756,17270487
10954987,15872626
27294670,44461004
17450549,21861351
26014352,45934997
10587120,15494456
9758764,14648079
13357599,18585420
22323748,41718350
16044328,18204838
6163416,6342685
25852818,44518639
12160108,14510511
6250711,1796331
5945498,6118020
23871021,42670459
15802944,21526100
6435043,6624577
19367048,27431328
27221024,45671093
13642932,19258159
26195712,46170403
11468246,16537332
26109393,46054782
20736424,24878172
22890067,40807820
12528245,17079585
10629334,15537858
26889697,46938100
25187640,40715259
16065658,21856303
18296403,19221595
6004667,6179606
27395790,44749694
18554979,24256889
25067010,26470742
17332218,16482835
7134201,7397179
8377052,7356968
9975779,14870169
18007533,25273867
6980755,2489796
25903324,42470235
9759351,8120213
10309013,14353144
17333223,24065147
25689056,45517455
28925613,48075756
16441391,18264845
25746697,42901131
12343686,42582361
6329494,6515133
21568629,25639104
23228039,330158
12592425,15978848
23602928,27228775
2336803,3055130
17302859,21995725
17720310,21998971
12060227,15700797
6503350,6278068
15797722,21396251
24889121,44056908
25786897,45637412
18490852,26174635
13547517,19110025
3281277,3317593
25943112,45842376
9923372,14385352
25802615,45656595
24612118,43913972
15745753,17225055
23281872,26542434
25945149,44628171
18641982,26440459
27168412,47250348
25817481,45674414
18594594,26341000
17883719,23858953
26108967,40453838
29654098,46753735
17936316,26168362
15701498,21361222
16044941,21858205
22796342,26542130
26334002,44603249
24397022,42145710
26530320,46521429
13593539,19181687
22609396,42099386
17262212,23752486
18361924,25963096
10414941,15319151
7963208,11870076
25241477,44960908
6914139,7140470
27799740,44380622
25318908,41947924
18594642,17624817
23363650,39860214
23310811,42864888
23311341,41125529
10638017,13638843
6746018,41374289
11887018,16845778
26889576,6654434
22750006,42294037
10684280,15553789
4016794,94708
18012681,12927066
24531650,25965768
22889750,42459905
29605386,47250749
3253233,3208367
10616556,13301614
9440116,759792
15783514,21500681
23092632,6839968
23834692,43446313
6580475,6773907
9970915,14865137
22307644,36429495
22328546,25037051
25489932,41344566
22318513,45242985
25814246,44636346
12917507,18072581
23257464,42798727
24612961,109894
25861998,30783
22417461,26936411
25733965,45572099
18170662,25338951
12051186,16052033
6314665,1623890
2193679,2199416
23834688,43446309
16008118,18301987
27204445,47245235
13526026,19086732
12752313,17893211
25732140,45067930
12457211,2398287
21408700,37842388
25893813,42792799
12853720,15507935
27201015,40214925
9534444,14420600
13414591,18713688
15791464,21443207
15808816,22171084
17465453,21889418
15791565,21513003
18930007,24342394
23847910,43457942
17383968,25119634
7093952,7350661
15820136,21488217
25205418,44918088
24692921,3950369
28575924,45041330
17707502,24757030
7488777,940760
18050097,25332877
24612590,4195128
7677839,12883496
25646304,43082853
8534799,13402106
13596166,19185026
21412317,42301758
17348508,21943963
26240662,26112511
6495359,6686808
20821242,40167113
20821144,40167031
10816332,15423995
9965790,2309
11057217,622128
9476337,14302659
23197534,42742483
20575425,39843433
25319211,28157628
15841863,21758624
16172219,22020043
13331182,18538881
20579822,27690396
18142329,21962567
13530752,18331880
25652703,45472853
7933437,11286470
29912953,46227741
24917345,41912217
15981687,21734499
17571801,24510851
17989291,21370593
25614660,45424848
25817300,45264416
27405328,47452591
13623012,18067409
7099060,2989134
21413809,40714579
18693588,26542130
25858337,45673789
24396998,40144215
25893996,45776010
17707740,24750231
6678914,6874117
27071481,46814788
20616731,25387053
16182611,18338874
25422234,44611586
14781507,20434573
10482371,15387840
26236787,45424848
7705774,7164936
12025910,16991910
318431,2501119
25387180,44819554
25733687,45460946
15814498,21540934
16041696,21746515
10280143,13507939
12439769,16142211
13722810,19355792
7010734,24705
22670804,41125546
23461803,40221440
6287290,6471569
25472784,41885482
10101642,11557753
24467095,41132851
6004019,6178952
24869671,40864267
18594409,26340807
6520929,6278354
9488716,14374159
25387158,45105523
18050094,25332874
26795569,44460264
8205669,11083239
11746175,16695790
6559316,6752024
18090019,25337956
23310806,42864883
10906009,15763861
13590844,18625843
17944051,23535729
7193261,6618328
25894085,45776099
13544948,17346885
7908638,10999224
16035409,19068324
25111058,44804773
22911356,21533073
4946005,21899169
13531452,18121159
17876897,25032522
17800481,21526233
12727969,17864792
10081131,14977891
24476149,44069931
16158552,21998968
18738882,14887555
18394610,21911321
13613128,17991105
25591187,45396228
25430665,28323940
18085526,25396164
26154079,46110764
27246114,42576172
7721416,10471553
13037558,21456496
17409842,24252421
17412099,24256902
25852705,45720776
9932341,2416287
13260650,18291985
7013345,1164465
26621837,44045178
7007341,2637573
24727085,44353567
15808682,21379262
13588403,19175805
25658675,43458164
11483439,14893625
6389418,6689131
7989831,6499995
24611749,44222878
18214572,21496595
16065516,21856157
11614687,668645
22949096,25897050
25232862,44950361
26109390,46054779
18269357,25695385
22856288,40842571
18053116,25337803
23615710,41395537
7445,2944133
18770394,12946965
17332207,24035833
18012219,25282071
10634650,13445106
18693785,26542333
13538641,19100984
27272506,47326016
25472817,45242990
26333998,43893277
22668999,18375474
25852745,43212054
7539971,149539
10774209,13575598
7187391,7730267
24819508,44460289
9682773,14570731
26573523,43913972
17620761,22016567
6320534,6760952
24235463,43821451
8584686,13438215
7104451,4026101
7997069,12502746
13631189,16849820
6066819,6243154
15802749,21526158
6367212,6554649
25300899,45138107
15798334,22435242
25279487,40030582
22747908,19108672
11474598,16409158
13593559,19181707
12015122,15333117
16099150,21431976
23460936,43034118
13525911,19058182
18079599,25386890
6614960,6809039
23507471,26470741
8554005,10809193
18404427,26038319
23209927,42753039
13123877,15718578
13531699,18333180
13227445,18419250
15704307,19113524
10517947,15423995
23213842,42756260
27405156,47325766
22886113,42455676
20604377,37104702
4250503,4157374
6432106,6621584
12609432,17624817
6072318,6248814
7831076,10894116
25786035,45636656
6871646,7088029
18812101,2543234
22395145,41816741
17857787,24999025
2671290,6634474
29407278,45540518
27406791,41875651
25733982,21998008
29214708,49040018
18318606,26869461
21936868,26496114
2983654,3014061
8083945,3328799
23607738,43034159
15797150,18538886
22941191,42509250
13593546,19181694
18144129,25491456
24905428,44555628
15761365,21462100
6587879,6781405
23583736,43187449
10447839,15352584
13589176,19176669
26783784,45173733
25894030,45776046
12499260,16683183
18737698,24757030
15803037,21526451
12924261,18079704
15802755,43148060
7315573,8842841
10659762,3425369
24941288,44693518
10136504,15034481
7642020,6439665
6725785,6921947
13153799,17251309
23019291,42484814
8219033,13066222
22318507,41711673
26023499,42139222
12749982,17890413
25982682,13344683
25817892,45625986
17665583,1825967
25319028,102147
9848562,13190160
1656001,3328799
22450859,21890979
25060128,44681694
23848561,43458443
29657646,50020753
23310690,42864814
27478746,31873211
25852870,26428236
27068575,47106939
18523711,26226827
8459594,13323806
22752699,42299347
8468297,13332877
25759352,45603719
17697447,24738918
26368966,42742483
30152021,50590064
25810256,45666269
23492443,42907896
23226648,3969029
13544670,18193670
7493770,9642350
128029,3271379
12325123,16129106
535441,818
7102544,7136853
12748945,17884037
25074597,43165801
11462522,14895262
28204534,49449510
15812516,19113330
18209690,25489101
18513639,40697560
6493208,6684634
10740116,14472079
22728451,24651783
9729040,14617893
25187635,41120683
13642162,19246314
13480192,19012436
27221424,45286444
26089799,46030383
9998705,14893625
23197557,27228775
23462662,42916944
2848984,2875107
15803059,21587729
13521274,19042633
23012480,42578935
17262143,23858941
12528338,238699
25779644,26732095
16248114,16406269
25246744,46895666
15815367,21541863
11814263,16136164
20262335,25040772
5226845,5294117
10838337,15752541
26192732,44683384
28926034,45073734
26371008,46374308
21506752,25533772
25814390,40690165
22500564,25628593
18667959,26493622
19314295,19269196
13546896,19112893
7859343,5193717
16030647,21746515
2902901,1816662
16130311,21955405
18950038,49180414
26109267,46054655
11623004,911511
25814275,21576414
13566129,1414582
17334495,24066037
13503109,19051762
5126859,5193717
3475268,3516587
6627962,6822301
22895322,42465523
28119237,47206763
26815417,46842777
16054217,21839080
27272239,42753039
13535515,18031309
19095819,71490
23014599,42580741
25604959,41852426
15985392,21739837
7025933,6179606
18679381,26470475
25920198,45809468
27434563,46039107
25111306,42864585
17397362,21869539
26192649,51040492
17707705,24757012
6940844,6463667
297673,3281466
5933841,6151926
23453881,42788872
23492376,41724723
16668901,19181718
17731722,24036009
18490752,26174492
13545444,13439499
20957338,24942717
25614078,43969692
18443004,24817721
25776122,45625060
18379196,21998918
17239865,23766732
24615953,44227337
12735814,297491
27219200,19104294
23617709,43222893
24501910,41107568
16045080,21823296
13436373,18940474
18052917,24989806
13538663,18292940
685403,2489796
11110218,15970786
24611818,44222937
12849320,15778276
25542178,42819828
13584222,19153727
23604401,28785874
16156170,23841765
16131072,21956607
13536760,16813814
15755201,21451913
22747762,42292700
24666002,44281240
2071575,2076822
23014006,42580254
18080919,25337746
17910538,25096143
16131489,27238158
8700213,12348314
13615414,19216563
17262208,23859008
20891757,25517554
12022086,16987695
9846665,14737539
27173609,45636656
22033847,26542199
18169937,21739817
15808747,21533389
13545077,19112177
12482658,17467408
4836308,4901516
16099190,21623562
18701242,21489896
10819920,13362064
11784464,13221524
11069349,14893776
25410851,25037051
25671861,45495901
26030521,42937661
19001904,21572230
22059478,24581882
21851321,41122400
20697410,26984955
20912424,40277782
25816851,45583475
10112885,15182838
17411703,23680376
10253349,1095772
23129683,40843116
17262100,23858897
22889794,42459947
16340668,17331427
22698568,42216232
23278280,42817037
27280528,45844277
16103210,3971355
25241758,44961222
23197620,42139222
25489178,1167176
9361589,14245059
25065630,15158972
18467799,25739514
11518824,15868401
25986992,21525116
17162389,23587912
24612599,44223650
27065430,46842777
24611618,25660399
16049611,21823341
17333441,24064769
18693669,26542215
23532276,39847614
15989334,21585027
27285238,44223138
23398763,26542311
23164960,10947353
4774462,4839284
19287058,16384520
24019187,43618137
26116430,46062644
8898696,1940137
27285235,44222937
17347634,17763198
6362651,6549773
24611681,44222830
12037108,17003686
16071607,21865596
24892864,44541436
11518143,14400416
26198846,42299347
27883220,48122567
25250449,44971346
11114829,206724
23871061,40098620
25205331,44918010
23965437,43568333
18213403,25637147
25111098,44804606
13534574,17810179
26108970,47400
15842230,21412154
4922079,4987669
6316821,6502096
29654096,46008426
17072754,19033873
18113038,21998925
8676995,6863383
15794263,21878598
22143872,17158410
23453905,42490126
7224310,3129951
26891429,17359681
16156169,21973918
9862761,14754158
17086097,22372352
7108001,6596168
11364830,15333117
13529055,18446960
7202829,7897971
6966454,7205010
3996887,4042991
12383252,17363999
18720134,25142304
13379114,18609032
21413965,41499401
11703697,15958401
29781290,45993877
27416146,47465211
6996044,578160
3381581,3421240
17137635,41168376
26335142,46342198
7159006,5397
18081442,19187812
25658618,43346673
13531627,17382941
23848010,43458018
9628743,14516046
11633014,14597713
15815342,21541838
25245761,44965765
18078028,25384470
8295791,13144403
6975850,7362595
25820275,13538260
17657597,16815240
24485430,45343765
3975186,4020951
26247042,46241001
16156294,21995725
15818245,21425637
13621322,18150348
6926176,7155865
23492377,42404922
21489683,40816611
27276443,43071984
20820999,40166913
11277218,8586623
23568179,42009388
15803741,21527145
16115612,21933087
11510086,16022581
12106746,15678889
13030356,18193670
7224003,1025700
10791604,9629311
22900585,39962326
13435889,18938981
22822839,42375693
18779198,21849143
13429655,23592706
17571110,24510723
26868605,32001786
19082092,1195263
17707528,12008904
18897865,25755280
18004320,25268052
25894025,42955410
6514638,4149926
23659127,43266248
16058624,21822032
18296120,25779322
27064446,47104971
9736930,14625976
26143722,42940022
12484075,16272568
25733888,21396257
15803110,21526926
20360301,28573149
23398900,42797145
25293695,45020928
13612962,25129083
11568630,16509289
25813245,41875637
27276427,47328276
17373423,21473047
11389875,25660399
22693168,42205713
22858635,24330801
23110076,42563938
25787027,2216440
7856305,9629311
12297648,15833488
27209430,45911680
23492440,43082689
7042125,3950369
26067688,46003368
8270480,6771932
15799317,21522235
18068725,22018742
17471121,23858897
22609334,42099339
22307637,40030582
22895688,42465921
6303704,6488314
18666178,25630042
13621490,17389742
17736846,23858919
7995367,9742847
22419192,40270578
29965640,48108573
18214414,25639104
17345190,24084386
23244956,42788311
8315340,13164550
9835731,7184205
9777746,14667458
2967316,2996853
25776606,45625869
24903031,44552981
11995710,16959885
18693683,26542229
22209102,44129815
6323821,6259580
20535657,37765943
25937671,45835034
17193010,23588388
8492319,12784133
25363511,45107518
20613761,39895091
2798094,2823886
25330544,45065759
10479831,14183705
26250362,45949900
7240582,6444203
23359216,41371684
7636774,13896199
24338319,43919924
21943368,41129225
3124249,3155594
11797455,16750247
25814273,43112863
5802612,5974591
16047291,16327957
12600138,14863741
24723249,44215861
2909286,1623890
25784128,25740134
12851816,18003219
15802859,21449403
17979844,24886836
25571952,45372148
18453226,26098219
27833614,47815497
7095572,1970902
27285240,44222814
18269659,25731531
23349901,42907836
7112495,1871423
3755222,3799089
8139321,12935753
11367726,16298550
23507507,26493371
26314041,42498709
26163752,46123665
27294685,47348440
16130221,21955663
2230284,2660568
7862772,1257216
20342582,28323267
15793940,21515129
17857809,24084413
6065215,6241525
25205422,44918047
16130272,21955575
27886833,44146594
24694051,44313035
15789310,21510128
15819071,21547932
25810000,26659487
24611822,44222940
25620698,48536146
25852647,26428236
22890098,40747882
17262206,23859199
12998057,18158616
25013184,44684998
13526165,17626728
22318578,41711738
20980987,40358230
7981504,14323907
10599805,15507485
10153096,11649990
12013755,13400250
7150687,5625827
1920581,825414
10352159,15255059
16613259,2756567
10024937,14920408
10783800,15241070
15811583,21536847
18667921,26493584
9269913,520878
15819895,21871469
23310156,19187812
2202795,2208558
11777185,15752541
13349409,18034963
17333227,23863053
25650432,42462015
18667817,26493480
5529723,5700753
15751404,21445709
18775111,26680181
2292384,3173189
16071701,21865808
13538710,19101060
6902164,7125585
18052914,25404335
17564519,24498341
17899384,25073429
26030857,45957112
16146934,18108731
25489951,45264457
16240761,19110442
2067180,2072408
23164983,17377739
7427966,894503
17345218,23858953
9461872,14346762
8690791,4219
6282915,6466906
23830990,42475450
17562900,24495112
25430558,45191171
26192467,46165271
29214701,49448141
30257875,49141475
26074224,46009964
12663253,17777718
25901570,45785428
3401640,3441739
13167847,18347103
12641167,17752442
15793046,18156313
13545451,18324643
2858769,48262
2502504,3230535
15797397,21520265
18693763,26542311
3080212,3111256
20764793,40106030
17607319,23694180
12477144,16243683
15753740,21449403
25697900,42700811
20702697,45199423
16088286,21526920
9498485,13468352
9513345,207714
